rest_name,user_id,rating
Whisk Handcrafted Gourmet,122,3
Pathik,122,0
Vadheev Misal,122,5
Miss Tea Cafe,122,3
Hitler's Cross,122,0
Special Parathas & More,122,0
Appa,122,0
Go Dabbas,122,3
The Hungry Owl,122,5
Khushi 2,122,5
Engineer's Cafe,122,0
The Momo Company,122,4
Shree Narayan Khaman and Sweets,122,4
Jogeshwari Misal,122,5
Baithak,122,4
Sourabh,122,1
The Mint Leaf,122,0
Burger Story,122,5
Special Biryani House,122,2
Biryaniwale,122,4
Samarth Veg Restaurant,122,1
JW Marriott Food Truck,122,5
Blinque - Parc Estique,122,3
Desi Urban Rasoi,122,0
A1 Famous Caterers,122,3
Patilwada,122,1
Spice Restaurant - Hotel Park Ornate,122,4
Shree Sai snacks,122,2
Super Chef,122,3
Mauli,122,1
Ketli The Tea Bar,122,4
Spicy Express,122,4
Knight Hunger,122,0
Rahat Biryani house,122,5
Cafe Krew Brew,122,4
Panchali Restaurant,122,4
Hotel Ashoka,122,5
Uncle's Kitchen,122,1
Sheetal Veg & Non Veg,122,4
Puneri Vada,122,2
Metro Cafe,122,4
Royal Burgerio,123,4
Murgamasti Kitchen,123,5
Master Chef,123,5
Dakkhan Foods,123,3
New Punjabi Rasoi,123,0
Food Esqure,123,2
Food Rich Cafe,123,1
3Z food factory,123,2
Cafe Andra,123,4
Southern Spice,123,4
Frozen Fire & Crunchy Bites,123,4
Tangelo - Mastiff Hotel,123,3
Sindhuratna,123,1
Hotel Ranapratap,123,2
Pakko Biryani House,123,1
Old City Biryani House,123,1
Garden Seekh Kebab,123,4
Ice N Spice,123,3
Suleman Caterers,123,0
Maasa,123,1
Dawat Fast Food,123,1
Hydrabadi Biryani Dot Com,123,3
Omc's Biryani House,123,0
Anna Lunch Home,123,1
Satvik Homemade Jain Foods,123,0
Tarriii Misal House,123,4
Green Cafe,123,2
Fortune's Kitchen,123,2
Roti And More Foods,123,5
Inamddar's Kitchen,123,5
Vampires Restaurant & Lounge,123,5
The Burgwich Cafe,123,5
New Diamond Bakery & Burger Point,123,3
The Bar Tales,123,5
W S Bakers,123,5
Hotel New Maharashtra,123,4
Hotel Dakkhan,123,1
Cafe Crush,123,4
Naughty Angel Cafe,123,0
Cafe10,123,5
Somton Motel,123,2
Goodluck Family Restaurant,123,2
Indori Sarafa,123,2
Hotel Kaveri,123,1
Archana Restaurant & Bar,123,0
Tasty Re The Dhaba,123,0
Veggie Delight Food House,123,2
Namma Kitchen,124,3
Lean Stories,124,5
Hotel Classic Food,124,2
Swad Kitchens,124,3
Akshay Meal,124,5
Khandeshi That,124,0
Aaaryan Biryani House,124,2
Jalsa Family Garden Restaurant,124,4
Shivshahi Misal House,124,2
B.Y.O.B Resto & Lounge,124,4
Diet Hub,124,5
Coffee Hub,124,1
Hotel Aaisaheb,124,4
Grandma's Kitchen,124,0
The Cake Carnival,124,0
Jas Delight Cafe Pure Veg,124,0
Mahesh Chicken Phulka And Litti Chokha Center,124,3
Brother's Special Chicken Tikka,124,2
100 Rupis.com Burgers & More,124,3
JT Food Zone,124,1
Manzo Food Magic,124,5
Food 09 To 49 To 99,124,5
Hira Garden,124,0
Hotel Punyatil Laturkar,124,2
Hyderabad Dum Biryani,124,2
Le Cheezy,124,0
Abhiruchi,124,1
Hotel New Delhi Darbar,124,5
Spices,124,4
Mum's Cafe,124,0
Gurdjieff's Resto,124,0
Hotel Malhar,124,0
Sunny Bhojanalay And Snacks Center,124,4
Hotel Sai Shri,124,0
Hunky Grillers,124,3
Un Poco Loco,124,4
New Punjabi Grill,125,3
Hotel Shree Cafe,125,0
Av's Little Bites,125,1
Raavsaab,125,0
Engineer's,125,2
A1 Misal House & Nasta Center,125,0
Sidheshwar Foods,125,2
Hotel Jai Malhar,125,4
2 Guys Burger House,125,3
Spice Fusion Multi-Cuisine Fine Dine,125,4
Vampire Restaurant,125,1
Hot Momos & Burger,125,3
Cafe Crimica,125,0
Royal Katta Roll House,125,4
Yo Waffles N Fries,125,0
Khadadi,125,4
Hotel Sahil,125,4
Rohman Cakes & Bakes,125,5
Brota,125,1
Atithi,125,0
Kamat Pure Veg,125,5
Azu,125,1
Shri Krushna Veg And Non Veg,125,5
Hotel Maratha Biryani House,125,1
Shreyas Food Mall,125,1
Sahyadri Misal,125,1
Madras Tiffen,125,5
91 Biryani,125,1
Interval - Pure Veg Bollywood Eatery,125,2
Rice & Roti,125,5
Snacky Snacks,125,1
Nikkz Cakes and Confectionery,125,1
Sivaaj Snacks,125,0
Eat-n-Dream,125,1
Salt 1,126,1
Navmi,126,3
Hotel Prajwal,126,3
Western Momos,126,2
Alaknanda's The Cake Shop,126,4
Damroo Veg,126,5
Dakshin Swaad,126,4
Matargashti,126,1
Murlidhar Pure Veg,126,3
Kawre Ice Cream,126,3
The Bowl - East Asian,126,1
Mad's Meal,126,3
Chow Down,126,2
The Thali Wala,126,4
Rangoli Dhaba,126,5
Chulbul Dhaba,126,4
Akkashay,126,4
Harajuku - The O Hotel,126,5
Biryani Adda,126,5
Kairee Restaurant,126,1
Guruprasad Snacks,126,1
Hotel Malabar,126,1
Nityas Snackees,126,3
Ravi's Restaurant,126,3
Food Vibes,126,4
Neel's Kitchen,126,1
Kolkata Dum Biryani,126,3
Nagbrahma Hut,126,2
Midnight Cafe,126,0
Tiffina Asian,126,2
Amma's Dakshin Aahar,126,4
Shabnam Hotel,126,0
Harshu Veg,126,4
Punekars Biryani,126,4
Royal Hunger,126,1
Hotel Rajmudra,126,5
Kabab-E-Roll,126,0
Deccan Family Kitchen,126,2
Hotel Jijau,126,5
Geetas Kitchen And Snacks Center,127,0
Refuel Lounge & Bar,127,4
City Bakery,127,4
Mr. Murga Biryani,127,2
Hotel Chaitanya,127,2
Geetanjali Restaurant,127,4
Lesarah,127,0
Piconzza,127,0
Cake & Cream,127,2
Chat Chatore,127,0
Deccan Family Kitchen,127,1
Krunch,127,3
Chef's Kitchen,127,2
Shubham Pure Veg,127,1
Shivraj Biryani V.I.P Box,127,0
Golden Dum Biryani & Tandoori,127,5
Annapurna Snacks & Cold Drinks,127,4
T. K.S Coastal Flavour,127,5
Shree Morya Hotel,127,1
Gokul's Recipe,127,1
Lotus Court Garden Restaurant,127,2
Kavita Foods,127,2
Kalyani Food Court,127,4
Hotel Jaybhavani,127,0
Foodeez Cafe & Restaurant,127,4
Parcel Point,127,5
S.K Biryani House,127,5
Avidforkk,127,2
23 East,127,5
Banny's Kitchen,127,3
My Roti Shoti,127,2
Ifruit Ice Cream,127,0
Mr. Manchurian,127,2
Purepur Kolhapur,127,1
Hotel Dakshinatya,127,2
Kabab-E-Que,127,4
Navmi Pure Veg,127,3
Jayya's Food Joint,128,0
TANGchinese,128,1
Shreenath Food Hub,128,0
EDP Family Restaurant,128,3
Ghar Ka Khana,128,5
Shaurya Hotel,128,1
Night Byte At Hot Box,128,0
Haveli Unlimited,128,4
Nayaab Biryani House,128,0
Hotel Singh And Ching,128,0
Dimdoo,128,0
Ocean Grilled,128,2
Hero Sandwiches,128,3
Madhuban Pure Veg,128,1
Pizzas Time,128,0
Deli - Vivanta Pune,128,4
Yummy Parathas,128,5
Keraabian Spices Kerala Delivery Kitchen,128,1
Ghee Waala,128,0
Lajjat,128,0
Hungry Travellers Cafe,128,3
Arabian Eats,128,2
Ziyafat Biryani,128,0
New Manchow,128,3
Bunk Cafe BC,128,5
Hotel Sourabh,128,4
Aj's Kebab & Roll,128,0
JK Food Court,128,0
Tasty Gem,128,5
Rolls Raees,128,0
Yummy Tikha,128,3
Gaon Jevan,128,5
Shahi Dawat,128,5
Avanti Restaurant,128,1
Golden Biryanis,129,2
Western Bakery,129,3
Garden Court,129,2
Apna Kitchen Tiffin Service,129,4
The Cheezy Sandwich,129,4
Annapurna Tarangan,129,2
Hong-Kong Noodle Company,129,0
Cafe Durga,129,5
Jashn e Biryani,129,3
Hotel Ramnath Misal,129,0
Ashirwad Biryani,129,4
Hotel Atithi Deo Bhav,129,5
Calcutta Flavours,129,4
Naivedya,129,2
Blue Shack,129,5
Kadak Special,129,0
Bistro NutriFood,129,2
Royalty Chinese And Thai Kitchen,129,4
King Of Paratha,129,4
I-POT Biryani,129,5
Rainbow Hotel,129,0
RN Cafe,129,3
DESIkook,129,5
Hotel Maharaja,129,4
Aangan Veg Restaurant,129,4
Hotel Ballaleshwar,129,1
Bramha Fast Food,129,0
Gulmohar Family Garden Restaurant,129,3
Bhatia's Kitchen,129,1
Paddy's Burger House N Café,129,5
Tiranga Juice Shakes & Ice Creams,129,5
Kwik Noodles,129,0
GS Biryani,129,3
Mother's Tawa,129,5
Vidisha Pure Veg,129,2
Hotel Thakur Ki Haveli,129,4
Shree Ashapuri Dining Hall,129,3
Oh Live,129,1
Dakshin Swaad,129,0
Tarang Biriyani House,130,1
Masvadi Tadka,130,1
Yes Biryani,130,4
Rohan's Swadpurty,130,3
Hardyz,464,5
Om Sai Ice cream,130,5
Hotel Shreepad,130,4
The Mandarin Cafe,130,4
Puneri Biryani House,130,2
Chaat Mania,130,0
Jagdamba Chinese Center,130,0
Choudhary Dhaba,130,3
Bengali Sweets And Foods,130,2
Ujwal Fast Food,130,4
Jay Ganesh Tea Cafe,130,5
Yum Kebab Veg NonVeg,130,3
Mithai World,130,3
The China Bistro,130,0
Le Boulangerie,130,4
Biryani Nation,130,2
Irani Chai Cafe,130,2
Mahabaleshwar Family Restaurant,130,1
KGN Hotel,130,3
Mughal's,130,5
Punjabi Chillies,130,5
Pizza In Excellence,130,2
Pet Pooja Hotel,130,3
Junifer,130,1
Cafe Full Stomach,130,1
China In Box,130,1
Hotel Samrat,130,3
Star Of India Restaurant,130,3
WOCA,130,3
Mahesh Chicken Phulka And Litti Chokha Center,130,1
Healthy-O-Me,131,5
SPK's Rasoi,131,1
The Food Court,131,5
Basho's,131,2
Hyderabadi Darbar,131,5
LOL Cafe,131,2
Frost And Feather,131,5
Cafe Food King,131,5
"Sultan'z Biryani, Samosa & More",131,0
South Indian Crave Hub,131,4
Sujata Chapati Kendra,131,5
Bawarchi Biryani House,131,2
Neel's Kitchen,131,2
Egg Planet,131,2
Burger Forever,131,2
99 Pune Hotel,131,0
Mint Restaurant,131,3
Hotel Jai Bhawani,131,3
Hotel Wishwajeet Pure Veg,131,3
Sanskruti,131,3
Neo Wood Ambassador,131,4
Urmi's,131,3
Shabrii Thalipeeth Center,131,4
Sharon Special Biryani,131,2
Wanowrie Chill Out,131,0
Ravi's Restaurant,131,2
Hotel Ratna,131,5
Hotel Anand,131,3
Hotel Harsha,131,3
Idli King,131,0
Just Bornn Chocolates & Fudge,132,3
Le Pizza King,132,3
Smoked Biryani,132,4
The Quick Wok,132,0
Desi Urban Rasoi,132,2
Dumpling Panda,132,4
Al Suda Pure Veg,132,2
Bassam Cakes,132,1
Delicious,132,4
Latur Corner Snacks Center,132,0
Red Chilli Restaurant,132,2
Prakash Restaurant,132,0
The Paratha Singh,132,2
New Supreme Pavbhaji And Creamist Live Ice Cream Rolls,132,2
Poona Biryani,132,0
Signature Kolkata - Home Style Bengali Kitchen,132,3
eat.fit,132,0
The Little Chinese,132,1
Green Spoon Vegetarian Kitchen,132,4
Ice Cream Factory,132,1
Anand Bhuvan,132,5
Destine Cafe,132,2
Hotel Jijau,132,3
The All American Diner,132,1
Shiv Kamal Garden Restaurant,132,3
Suruchi Restaurant,132,1
"Sultan'z Biryani, Samosa & More",132,5
Sahayadri Restaurant,132,2
Purnabramha Food Mall,132,4
Hotel Hindavi Swaraj,132,0
99 Pune Hotel,132,1
Kalinga Restaurant & Bar,132,3
C Top Sandwich And Milkshake,132,1
The Dragon Story,132,3
The Forestry,132,1
Guru Krupa,132,4
Happy Da Kitchen,132,4
Diet Hub,132,1
Red Chillies Chinese,132,2
Thawal Food,132,0
Hotel Maharaja,132,1
JK Food Court,132,1
V - Deck,132,0
Eat-n-Dream,132,0
The Veg Eatarian,132,1
Krushna Chinese & Pavbhaji Pulav Center,132,0
Cafe Mashallah,132,5
Hotel Rakesh & Snack Centre,132,0
XOXO Desserts,132,0
Zanzibar - The Central Park Hotel,132,3
Rassaaz,132,0
Alfresco Cafe - Keys Select Hotel,133,5
Fa-bio Food Court,133,1
Caffe Valentine,133,2
Cafe Bhaijaan,133,1
Seemas Kitchen,133,5
The Meal Box,133,0
Red Dragon Chinese,133,5
Homly Touch,133,1
Love Sugar & Dough,133,3
The Beatles Cafe,133,3
Shree Upahar Gruha,133,0
Om Pure Veg,133,1
Nation 52 Kitchens,133,3
Meets Place Snacks and Coffee Bar,133,2
My Urja,133,4
Tapasya,133,0
Dhiraj Restaurant,133,2
Wada Sanskruti,133,2
Cafe M Cube,133,0
Icy Spicy,133,4
Potato World,133,2
Panchali Restaurant,133,2
Hotel Kaveri,133,2
Jay Malhar Khanawal,133,3
Meal 24,133,3
Mummas Kitchen,133,2
Spine Woods,133,1
Red Chilli Kitchen,133,0
Shri Balaji Chinese,134,3
Pet Pooja,134,2
Hotel Raj,134,3
Curley's,134,3
Hotel Jijau,134,2
The Biryani Life,134,4
Ancient Punjab,134,0
Swagat Snacks Center,134,0
Hotel Santushti Food Plaza,134,5
Samad Foods New Poona Bakery,134,3
Cafe Season,134,5
Chakna Express Dubai Shwarma,134,0
Juugaad,134,1
Ice Cream Factory,134,2
2 States,134,5
Swad Junction,134,5
Night Hungers,134,4
Hotel Siddharth,134,3
New Vijay Bakery,134,0
Shanti Restaurant,134,5
W S Bakers,134,3
The Cafe Delight,134,0
Rupam Chikki & Namkeens,134,4
Hotel Shivaay,134,4
Mezban,134,5
Indori Dal Baati,134,0
Chetan Dhaba,134,2
Pyaasa Point,134,1
Naivedyam Pure Veg,134,3
Hotel New Lucky Restaurant,134,2
Bhandgaon Jatra,134,0
Gossip Gastrohub,134,0
The Food Metro,135,3
Thebakersfactory,135,0
Sugran Swayapakghar,135,4
Cafe Durga,135,1
Luveggz,135,2
Zaika Express,135,5
Le Petit Four,135,4
Cool Cafe,135,2
The Fake Cafe,135,0
The Baked Tales,135,1
Hotel Shubham,135,5
Apoorva,135,4
Sam Cake Shop,135,0
Blue Dragon,135,3
Mrunal Pure Veg,135,4
Shanti Swapakaghar,135,3
Nagpuri Saoji,135,3
Radhika Cakes,135,0
Aapla Pizza House,135,4
Shambhavi Pavbhaji,135,2
Lazeez Hub,135,2
The Big Chill Bar Underground,135,5
The Momo Monk,135,5
The Wood House,135,3
Basilico,135,2
Kolhapuri Anand Thali,135,4
Nayab,135,3
Annapurna Kithchen,135,5
Atharva Eggs Corner,135,5
Hotel Grandeur,135,1
Dhaba Collage,135,1
Delicious Hyderabad,135,0
Shree Vaishnavi & Sunandas Malvani,135,3
Madina Restaurant & Caterers,135,0
Hotel Great Maratha,135,5
Annapurna Pure Veg,135,3
Kerala Restaurant,135,0
Aunty's Paratha House,135,1
Aakash Hotel,135,3
Malwan Samudra,135,0
BBQ Ride India,136,1
R K Caterers,136,3
Sauce Pan,136,1
Haridra Biryani House,136,2
Radhe Snacks Center,136,3
Marathon The Veg House,136,0
Sandwich Affair,136,0
Tarif Dum Biryani House,136,0
Cafe Raga,136,0
Pakwan Hotel,136,2
Riddhiculous Bakes,136,1
Hotel Ratna,136,2
Fast Food Station,136,2
Nayab Foods,136,1
Jiffy By Grillicious,136,2
The Kitchen Counter,136,2
Bazooka,136,3
Puneri Vada,136,0
Persian Bakery,136,5
Banarasi Tadka,136,3
Dive in Dine,136,2
Biryani Express,136,0
Agatya Pavbhaji Juice Bar,136,4
Badshahi Biryani,136,2
Shivba Darbar,136,1
China World,136,4
Miya Murg,136,1
Cake n Cafe,136,2
Hotel Mavala,136,2
Cafe Katta,136,1
Kanchan Family Restaurants,136,4
Foodie Island,136,3
Royal Connaught Boat Club,136,0
Ankara,136,5
Kailash Dairy & Snacks Center,136,1
Hyderabad Tandoori,136,5
Sai's Kitchen,136,4
Hero Sandwiches,136,1
Nagpur Saoji,136,1
Shinde Foods,137,5
Mad Over Cake,137,2
Pind Di Rasoi,137,2
Hotel Ramful,137,5
Baba Biryani,137,2
Hyderabad Dum Biryani,137,0
IceBerry,137,5
Panchvati by Panchratna,137,4
Superman's Cafe,137,5
Nirvana,137,0
Hotel Nityanand,137,0
China Town,137,3
Game of Chong's,137,1
Mint Restaurant,137,2
Hotel Swaad,137,3
The Royal's Multicuisine Restaurant,137,1
Saffron Pot Biryani,137,1
Bridge Point,137,2
Hotel Balaji,137,1
Saru'j Shetkari Hotel,137,0
MH-12 J-1 Family Restaurant And Snacks Bar,137,5
Hotel Crystal Hut,137,5
Cheesiaano Pizza,137,5
Kiga Ice-Cream,137,2
The Rice Bowl,137,1
Krushnakala Misal,137,3
Pet Pooja Indian & Chinese Restaurant,137,1
Shivshambho Amruttulya & Snacks,137,1
Thanco's Natural Ice Cream,137,1
Balle Balle,137,1
The Naidu's,137,5
Hotel Hilltop,138,3
Jogeshwari Misal,138,0
Jack N Lerry Cafe & Restaurant,138,2
Creamy Culture,138,3
Sudama Bar & Restaurant,138,0
New Tulsi Veg-Idli Corner,138,1
Joshi Ji Ki Rasoi,138,4
Kolkata Diaries,138,0
Hotel Saffron,138,4
Mhasobachi Jatra Khanawal,138,3
Bhujbal Bandhu-Hotel Super Shriraj,138,3
Hotel Mutton Bhakhari,138,0
Bakers Corner,138,4
Hotel Vikram,138,0
Hotel Jalsa,138,0
Hotel Vishwa,138,2
Anna's Kitchen,138,3
Regal Sweets,138,4
Nayaab Biryani,138,4
Shreyash Kitchen,138,3
Hotel Maitri And Kerala Biryani House,138,4
Shree Kal Bhairavnath,138,5
A1 Express,138,1
Blue Parrot,138,2
Suaashi Restaurant,138,5
Bring Eat,138,3
Chaitrali Pure Veg,138,2
Engineer's Chai,138,5
Abhiruchi,138,4
The Sea Floor,138,0
Guru Datt Bhel,138,2
Mint Restaurant,139,5
Hotel Gauri,139,1
Swagat Restaurant & Bar,139,1
V'Burgs,139,3
Anushree Pure Veg Family Restaurant,139,4
Shah Chinese Corner,139,1
Sangrila Chinese  And Fast Food,139,2
Sing Ching,139,5
Signature Family Resto & Bar,139,4
Cafe Pepper Jack,139,3
Adraq,139,1
Red Jack,139,2
Hyderabadi Biryani,139,2
Food N Snax,139,5
The Spice,139,3
Khushboo Resto,139,5
FreshCliq Pizza & Pasta,139,2
Twisty Potato,139,4
UncleJi Thaliwale,139,5
Diamond Biryani,139,0
Caramella's,139,4
Shiv Sagar,139,0
Tulsi Snacks Centre,139,2
Home Safe- The Kitchen,139,3
Chattor,139,3
Prince Resto N Bar,139,0
Uttam Sweets,139,1
Zaika Restaurant,139,0
Lonavala Local,139,1
Hotel Malhar,139,1
Lajwaab Biryani,140,5
Sheetal Veg & Non Veg,140,2
Urban Chulha,140,3
Shri Krishna Vadewale,140,2
Om Sai Snacks Centre,140,2
Smriti's Hinglish Cafe,140,2
Fruits Junction,140,4
Sagar Tandoor House,140,3
Grand Tadka,140,4
Zahra Cakes,140,5
Expresso Royle,140,2
Great Poona Cold Drink House,140,4
Fuel Up Fast Food,140,5
Eat Pray Love,140,3
Bhojwani Sweets,140,0
Cafe Expresso,140,3
Hangry Panda,140,0
Food Station,140,1
Special Biryani House,140,3
Athavan,140,0
Hotel Motel,140,0
Pune Pride,140,4
KGN Hotel,140,1
Sha Ghosh Biryani House,140,3
Scossa,140,4
Hotel Shri Siddhivinayak  Pure Veg,140,4
Pakwan Hotel,140,4
Lavangi Veg & Non-Veg,140,0
Hunger Mate,140,3
The Fries Cafe,140,2
Hotel Abhipriti,140,2
Aladdin Restaurant,140,3
Bun Wich,141,4
Thambbi,141,1
Satvik Restaurant,141,2
Spice Wave,141,1
Shree Ji Dosa Pav Bhaji,141,4
Baked Magic,141,1
Hotel Renuka,141,4
Omsai Hotel & Cafe,141,5
The West Park Canteen,141,0
Latur Corner Snacks Center,141,2
Hungry Foodies,141,1
Mrunmayee Anda Bhurji Centre,141,5
Hotel Jai Bhawani,141,2
Lovely Bites,141,4
Impression Delight,141,1
Indu Veg Restaurant,141,3
A S Pavbhaji Centre,141,2
Sonali Restaurant,141,5
Brownie Point,141,4
Sadguru Amruttuly,141,5
Balaji Fast Food,141,1
Royal R K Restaurant,141,2
Go Dabbas,141,2
Swaadey Aalladey,141,5
Palvi Pure Veg,141,0
Creamy'Nuts,141,0
Ratna amruttulya,141,5
Albano Shakes & Fries,141,5
Ajantha The Indian Restaurant,141,5
Vir Da Dhaba,141,0
Harini Tiffin Center - HTC,141,5
Vrindavan Veg,141,0
Fancy  Cakes,141,0
AV Biryani House,141,1
Freshia Cold Press Juice Bar,141,5
Malvan,141,0
1 More Biryani,141,1
Kelly's Cafe & All Day Dining,141,1
Kimaya Veg Restaurant,142,0
Midnight Cravings,142,2
Jalraj Da Dhaba,142,3
Sagy's Healthy Bites,142,3
Tandoorkar's Kitchen,142,0
Biso - Citrus Hotel,142,2
Krustys Bistro,142,1
Sheetal Veg & Non Veg,142,5
Smug,142,0
Dutchess - The Dukes Retreat,142,4
Mahi's Biryani,142,5
Singh Saab Da Burger,142,5
Highwayz,142,2
RK's Night Panda,142,0
Crazy Burger & Pizzeria,142,2
Akshay Chinese &Tandoor,142,3
Cafe Jitters,142,4
First Love Burger House,142,1
Sarangi Family Restaurant & Bar,142,1
Fat Jar Cafe,142,4
Go Biryan,142,1
Rhythm Cafe,142,3
SD Cafe,142,0
Hotel Krishna Lella,142,1
Hotel Mahadev,142,2
Bits N Bites,142,4
Sampan Restaurant,142,4
Vishi's Home Cafe,142,3
Chaska Chavicha Adda,142,4
Hotel Kavya,142,1
Royal's Cafe & Fast Food,142,1
Tummy Treats,142,2
Hotel Jay Malhar,142,0
Lavang Kitchen,142,5
Delhi Food Factory,142,0
Tentación Cake Shop,142,3
WS Bakers,142,4
Food Dude,142,4
Con-Fusion,143,4
La Cafe Tera,143,4
Kebab & Wok,143,0
Taaj Biryani's,143,0
Juugaad,143,5
Papparoti,143,1
Tabakh,143,0
Avishkar Resto and Bar,143,2
Chaat Bazaar,143,0
Right 2 Eat,143,3
Biryaniwale,143,3
Homefood Tiffin Services,143,5
The Wadapav Cafe - Elite,143,2
Wok Express,143,1
Bring It On Cafe,143,5
CtrlShiftEat,143,5
Royal Chinese & Fast Food,143,2
Hite Bar,143,5
Shivkumar Snacks Centre,143,4
Silver Palm's Family Restaurant,143,2
Sanket's Barbeque Delight,143,5
Hyderabadi Laziz,143,1
Harron'z Kitchen,143,1
Basuree Veg Non Veg Family Restuarent,143,4
Tea Post,143,2
Hotel Thakur Ki Haveli,143,1
Unique Adda's Roll House,143,5
Koyla Dum Biryani,143,4
Bhaupremi Snacks Corner,143,2
Cafe Zam Zam,143,2
The Sugar Box,143,5
Skittles - The Sports Bar,143,1
Makrana,143,4
Hunger Ground,143,4
Hotel Manas,143,0
New Metro Restaurant,143,1
Hotel Tambda-Pandhra,144,2
Puneri Khana,144,3
Raju Omlet,144,5
Star Chinese,144,2
Pita & Pizza,144,4
Kanifnath,144,2
Hotel Durva,144,1
Katraj Katta,144,5
Shivmalhar Bhurji Centre,144,2
Gulp - Shakes and Juices,144,2
Garva Biryani House,144,2
The Eye Club Resto Lounge & Bar - Hotel Hindusthan International,144,0
Kolahapuri Tadaka,144,3
Indian Online Delicacies,144,4
Indori Special Namkeen,144,3
Hotel Royal Court,144,1
Ganesh Bhel,144,0
The Mafia Kitchen,144,2
Gokhle Mala,144,3
Chawla's 2 Online.com,144,0
Hotel Gupta Bar and Permit Room,144,4
Sai Veg Non Veg,144,5
Little Apple,144,4
The Chef's Way Cafe,144,4
Smoked Biryani,144,1
Apples & Cinnamon,144,3
Wrollz,144,1
Udta Punjab,144,0
Brewbakes Cafe Bistro,144,1
Aur Irani Chai,144,4
Aries Chinese Food,144,0
Hotel Yashada,144,1
Kebabsterr,144,4
Pizza Express,144,4
Raje Chinese Restaurant,144,1
Om Sai Hotel,144,2
Lahorie,144,1
Prashant Juice Centre,144,1
Frenzy Gourmet,144,3
Cafe Indian Foodies,144,0
Choudhary Dhaba,144,4
The Red Lantern,145,3
Mini Indore,145,0
Desi Shakes By KB,145,1
Cafe One Life,145,3
Andeywala,145,5
Sandwich Juction,145,5
Sugandha Paan Shop,145,3
Vinayaka's Thali & Paratha Box,145,1
The Crispy Bites Kitchen,145,0
Hotel Rajarshi Shahuraje,145,1
Deccan Family Kitchen,145,1
Sadanand Resorts,145,3
DJ's Nonveg,145,0
Taste N Twist,145,1
Bring It On Cafe,145,4
Red Chillies Resto Bar,145,1
Twelve 21,145,2
Ms. Veggies,145,5
China World,145,0
Wah Marathi Dine N Wine,145,0
The Burgwich Cafe,145,5
Hotel Neelam,145,2
Cafe Social Beans,145,4
Hotel Dwarkamai,145,4
Words and Sips Book Cafe,145,1
Chaha Nashta By GK Wadewale,145,5
Manasi Malai Gola,145,3
Copa Cabana,420,1
NCC Canteen,145,5
Kafe Milano,145,1
Sagars Kebab & Biryani Food Truck,145,4
The Chinese Stove,145,0
The Chinese House,145,2
Radha Krishna,145,3
Pakko Chinese & Caterers,145,2
Kavezo,145,0
Hotel Shalimar,145,4
Falooda Junction,145,4
Hotel Ashirwad,145,1
Chauras Aahar,145,0
Rasrang Garden Restaurant,145,0
Hotel Nine Dennu,145,5
Manu's Cafe,145,1
Dilli 6 se MH 12,146,4
Firangi Bake,146,2
Hotel Kolhapuri Thaska,146,2
Komal Vilas,146,4
Rainbow Darbar,146,5
SK Snacks Centre,146,3
Fast Food And Chinese,146,4
NS Biryani,146,3
The Crispy Bites Kitchen,146,5
Special Spicy Crunchies,146,5
Siya's Kitchen,146,0
Moonlight Cafe,146,2
Whispering Bamboo - Blue Diamond,146,3
Burger Canteen,146,3
Abhiruchi Gokul,146,3
Ganesh Bhel,146,3
Pallavi Veg,146,2
Food N Snax,146,0
Sudama Bhel,146,3
A P Cafe,146,5
Hotel Advika,146,1
Balaji Bhel & Snacks,146,4
Aapki Rasoi,146,1
Cage A T K T,146,4
Hotel Lotus Inn,146,4
Traditional Biryani House,146,0
Moreshwar Foodee Corner,146,4
Reddy Vada Pav,146,0
Meal Box Wale,146,5
Papparoti,146,0
Foodies # Cafe,146,5
Kool Bubbles Cafe & Soda,146,4
Nutricase Kitchenette,146,0
BASKET O' FRIES N' MO,146,1
Dumplings And Chinese Corner,146,2
Hotel Tejas,146,2
Popeye Sandwich N Burger,146,5
Kolkata Darbar,146,1
Crabza,146,2
Jijae Lunch Home,146,1
Just Fried Evolution,146,4
Shetty's Cafe,146,2
Black & Orange Food Cafe,146,3
Chinese Room,146,5
Hotel Priyanka,146,2
Susha's Cafe,147,0
Ganpat Sweets,147,0
Le 21 Patisserie,147,0
Dutchess - The Dukes Retreat,147,1
Mithla Paratha & Thali House,147,2
Vijay Bhojanalay,147,5
Amazer,147,5
Hotel Samruddhi,147,3
Hotel Jishan,147,2
Sufi's,147,5
Khushboo Resto,147,5
Bangalore iyangar's bakery,147,4
The Chef Uncle,147,0
Hotel Sanskruti,147,5
Granny's Bowl,147,2
Gaurav Snacks Center And Catering,147,1
The Forestry,147,0
The Mexican Wave,147,3
Crabza,147,4
Aakash Hotel & Multicuisine,147,2
Combo Factory,147,1
Time Plz,147,4
Beijing China,147,2
Sudama Bhel,147,4
Hotel Mavala,147,1
Cafe Creme,147,2
3D Moms,147,4
V9 Vandan Sweets,147,1
Belleza,147,4
Hotel Sindhuratna Pure Veg,147,1
Modern Cafe,147,5
Hotel Annapoorna Pure Veg,147,4
Surya Rooftop,147,0
Grab A Bowl,147,5
Chaiwali Tea Brew,147,5
Tasty Tiffin,147,0
The Foodie Cafe,147,5
Shaam Restaurant,148,0
Al-Shawarms,148,1
Hooked,148,1
Hydrabad Biryani Express,148,1
Bilal Restaurant,148,3
Bowl & Co.,148,3
Durga Restaurant & Bar,148,3
